Doctor Name,Years of Experience,PMC Verified,Type,About,Services,Education and Certification,Experience,Clinic Name,Clinic Address,Clinic Fees,Clinic Schedule,Consultation,Consultation Fees,Consultation Schedule,Page Url
Dr. Muhammad Iqbal Shah,13 Year,Yes,Oncologist,"Dr. Muhammad Iqbal Shah  is a Consultant Medical Specialist and Oncologist.  He is having over 12 years of experience in the field of  Medical Oncology  and practices at  Al Safiya Medical and Diagnostic Centre .  His field of interest includes  Lung Cancer, Acute Lymphocytic Leukemia, Acute Myelogenous Leukimia, Adnexal Tumors, Adrenal Cancer, Ampullary Cancer, Amyloidosis, Bone Cancer, Brain Metastases, Carcinoid Syndrome, Carcinoid Tumors, Carcinoma Of Unknown Primary, Cholangiocarcinoma (bile Duct Cancer), Chondrosarcoma, Chronic Lymphocytic Leukemia, Chronic Myelogenous Leukemia, Cushing Syndrome, Ductal Carcinoma In Situ (DCIS), Endometrial Cancer, Floor Of The Mouth Cancer, Head And Neck Cancers, Hurthle Cell Cancer, Inflammatory Breast Cancer, Kidney Cancer, Leukemia, Lip Cancer, Liposarcoma, Lynch Syndrome, Male Breast Cancer, Peripheral Nerve Tumors, Pituitary Tumors, Salivary Gland Tumors, Skin Cancer, Spinal Cord Tumor, Stomach Cancer, Suspicious Breast Lumps, Testicular Cancer, Throat Cancer, Tongue Cancer, Tonsil Cancer, Ureteral Cancer, Cancer Of Cervix","Cancer


Melanoma
 

Lymphoma


Carcinoma


Leukemia


Anal Cancer


 Lip Cancer


Lung Cancer


Liver Cancer


Lungs Cancer


Amyloidosis


Liposarcoma


Bone Cancer


Skin Cancer


Breast Cancer


Tonsil Cancer


Ovarian Cancer


Uterine Cancer


Kidney Cancer


Vaginal Cancer


Throat Cancer


Tongue Cancer


Chondrosarcoma


Prostate Cancer


Cervical Cancer


Carcinoid Tumor


Pituitary Tumor


Urethral Cancer


Stomach Cancer


Adnexal Tumors


Lynch Syndrome


Adrenal Cancer


Hodgkin Lymphoma


Germ Cell Tumors


Ureteral Cancer


 Brain Metastases


Colorectal Cancer


Carcinoid Tumors


Cushing Syndrome


Ampullary Cancer


Pituitary Tumors


Cancer Of Cervix


Oral Cavity Cancer


Spinal Cord Tumor


Testicular Cancer


Carcinoid Syndrome


Male Breast Cancer


Hurthle Cell Cancer


Head And Neck Cancers


Peripheral Nerve Tumors


Suspicious Breast Lumps


Floor Of The Mouth Cancer


Inflammatory Breast Cancer


Acute Lymphocytic Leukemia


 Acute Myelogenous Leukimia


Chronic Myelogenous Leukemia


Chronic Lymphocytic Leukemia


Ductal Carcinoma In Situ (DCIS)",,,Al Safiya Medical and Diagnostic Centre,"PSO Pump near UBL Bank, G-8 Markaz, Islamabad",Rs. 1200,"Monday
6:15pm - 9:00pm
Tuesday
6:15pm - 9:00pm
Wednesday
6:15pm - 9:00pm
Thursday

6:15pm - 9:00pm

Friday

6:15pm - 9:00pm

Saturday

6:15pm - 9:00pm

Sunday

- 9:00pm",,,,https://instacare.pk/doctors/islamabad/oncologist/dr-muhammad-iqbal-shah
Dr. Muhammad Fawad Jan Arif,29 Year,Yes,Urologist,"Dr. Muhammad Fawad Jan Arif  is a Urologist. He is having over 28 years experience in the field of Urology and   practicing at  Mukhtar A Sheikh Hospital . His field of interest  includes  Endourology And Laser Surgery, Enlarge Prostate Diagnostic, Erectile Dysfunction, Kidney Diseases, Kidney Failure, Nephrectomy, Penile Implants, Percutaneous Nephrolithotomy(PCNL), Prostatectomy, Pyelolithotomy, Radical  Proctectomy, Venereology,   Bladder/Kidney Tumor Surgery, Infertility, Male Sexual Health, Prostate Diseases, Stone Diseases, Stones Of Urinary Tract.","Fistula


Bedwetting


Epispadias


Orchidopexy


Nephrectomy


Ureter Stones


Bladder Cancer


Kidney Cancer


Hernia Surgery


Bladder Stones


Kidney Failure


Penile Implants


Ureterolithotomy


Male Infertility


Enlarged Prostate


Stricture Urethra


Kidney Infections


Kidney Transplant


Testicular Biopsy


Overactive Bladder


Prostate Enlargement


Tumors Of The Testes


Injury To The Urethra


Urinary Bladder Stone


Stones Of Urinary Tract",,,,,,,,,,https://instacare.pk/doctors/multan/urologist/dr-muhammad-fawad-jan-arif
Dr. Muhammad Nasir Iqbal,7 Year,Yes,Orthopedic Surgeon,"Dr. Muhammad Nasir Iqbal  is a  Orthopedic Surgeon . He is having over 5 years of experience in the field of  Orthopedics  and practices at  Noor General Hospital .  His field of interest includes  Height Increase By Limb Lengthening Surgery, Cerebral Palsy Management, Scoliosis, Lower Back Pain, Endoscopic Percutaneous Spine Surgery, Sports Injuries, Diabetic Foot Care, Bow Legs, Achilles Tendon Injuries, Bunions And Foot And Ankle Injuries, Arthritis, Back Pain, Bone Tumors, Carpal Tunnel, Hand Arthritis And Hand Injuries, Club Foot, Hip Dysplasia, Limb Lengthening, Orthopaedic Trauma, Ruptured Disks, Spinal Stenosis, Bone Health Care, Bone Trauma, Chronic Wound Management, Fracture Treatment, Fractures, Joints Replacement Surgery, Knee Pain, Minimally Invasive Surgery, Orthopaedic Cosmetology, Orthopaedic Physiotherapy, Osteoporosis, Reconstructive Orthopaedic, Plastic And Trauma Surgery, Spinal Surgeon, Spinal SurgeonTrauma Surgery, Vascularized Flaps.","Bow Legs


Back Pain


Bone Tumors


Hip Dysplasia


Sports Injury


Ruptured Disks


Frozen shoulder


Lower Back Pain


Bone Health Care


Limb Lengthening


Knee Replacement


Growth disorders


 Orthopaedic Trauma


Diabetic Foot Care


Lumbar Spinal Stenosis


Cerebral Palsy Management


Endoscopic Percutaneous Spine Surgery


Carpal Tunnel, Hand Arthritis And Hand


Height Increase By Limb Lengthening Surgery",,,,,,,,,,https://instacare.pk/doctors/islamabad/orthopedic-surgeon/dr-muhammad-nasir-iqbal
Dr. Muhammad Sarfraz Gul,36 Year,Yes,Urosexologist,,,,,,,,,,,,https://instacare.pk/doctors/rawalpindi/urosexologist/dr-muhammad-sarfraz-gul
Dr. Maj. (R) Mohammad Khalid,42 Year,Yes,ENT Specialist,"Dr. Maj. (R) Mohammad Khalid  is a  ENT Surgeon . He is having over 40 years of experience in the field of  ENT  and practices at  Heart And Medical Centre  and  Pulse Medical Complex (Paragon City) . His field of interest includes   Allergy Treatment, Dust Allergy, Ear Cleaning, Ear Pain, Ear Wax Removal, ENT Surgery, Tinnitus treatment, Tonsillectomy, Tonsillitis Treatment, Tracheostomy .","Ear Pain


ENT Surgery


Ear Cleaning


Dust Allergy


Tracheostomy


Tonsillectomy


Ear Wax Removal


Allergy Treatment


Tinnitus treatment


Tonsillitis Treatment",,,Heart And Medical Centre,"Block A Zarar Shaheed Road Next To Gourmet Bakers, Guldasht Town, Lahore",Rs. 2000,"Monday
4:00pm - 6:00pm
Tuesday
4:00pm - 6:00pm
Wednesday
4:00pm - 6:00pm
Thursday

4:00pm - 6:00pm

Friday

4:00pm - 6:00pm

Saturday

4:00pm - 6:00pm

Sunday

- 6:00pm

Monday
7:00pm - 10:00pm
Tuesday
7:00pm - 10:00pm
Wednesday
7:00pm - 10:00pm
Thursday

7:00pm - 10:00pm

Friday

7:00pm - 10:00pm

Saturday

7:00pm - 10:00pm

Sunday

- 10:00pm",,,,https://instacare.pk/doctors/lahore/ent-specialist/dr-maj-r-mohammad-khalid
Dr. Malik Qaiser Awan,13 Year,Yes,Pediatrician,"Dr. Malik Qaiser Awan  is a Pediatrician . He is having over 12 years of experience in the field of  Pediatrics  and practices at  HM Diagnostics & Clinics  and  Advanced International Hospital .  His field of interest includes  Autism, Cerebral Palsy, Genetic Defects, Asthma, Headaches, Abdominal Pain, Enuresis, ADHD, Allergies, Behaviour Problems, Brain Conditions, Constipation, Developmental Delay, Developmental Dysplasia, Encopresis, Faecal Incontinenceor, Fragile X Syndrome, Poor Growth, Sleep Problems, Adolescent Medicine, Complete Vaccination, Diarrhea, Gastroenterological Problems, Hematogic Complications, Immunization, Immunologic Complications, Management Of Pediatric Illness, Newborn Babies Health Problems, Newborn Illnesses, Nutrition Assessment, Opd Consultation, Respiratory Complications, Respiratory Tract Infections, Short Stature, Underweight Children,, Vaccination Against Chicken Pox.","ADHD


Asthma


Autism


Diarrhea


Allergies


Asthma TB


Vomiting


Headaches


Constipation


Blood Disorder


Growth Issues


Cerebral Palsy


Genetic Defects


Brain Conditions


Newborn Illnesses


Neonatal Disease


Chest Infections


Behaviour Problems


Adolescent Medicine


Breathing Problems


Dietary Consultation


Complete Vaccination


Childern Circumcision


Developmental Dysplasia",,,HM Diagnostics & Clinics,"Basement # 13, 14, Crescent Arcade, Markaz Rd, G-8 Markaz, Islamabad",Rs. 1500,"Monday
11:00am - 9:00pm
Tuesday
11:00am - 9:00pm
Wednesday
11:00am - 9:00pm
Thursday

11:00am - 9:00pm

Friday

11:00am - 9:00pm

Saturday

11:00am - 9:00pm

Sunday

11:00am- 9:00pm

Monday
4:00pm - 9:00am
Tuesday
4:00pm - 9:00am
Wednesday
4:00pm - 9:00am
Thursday

4:00pm - 9:00am

Friday

4:00pm - 9:00am

Saturday

4:00pm - 9:00am

Sunday

- 9:00am",,,,https://instacare.pk/doctors/islamabad/pediatrician/dr-malik-qaiser-awan
Dr. M. Mazhar Qayyum,41 Year,Yes,Eye Specialist,"Dr. M. Mazhar Qayyum  is a Eye  Specialist. He is having over 40 years of experience in the field of ophthalmology and practices at  Mazhar Eye Hospital .  His field of interest includes Advance Refraction, Artificial Eye, Cataract Surgery With Phacoemulsification, Conjunctivitis, Contact Lens, Diabetic Eye Care, Dry Eye, Lasik Surgery, Low Vision.","Stye


Squit


Argon


Dry Eye


Red Eye


Low Vision


Spectacles


Occuplasty


Contact Lens


Femto Lasik


Eye Removal


Ocular Trauma


Canaloplasty


Lasik Surgery


Artificial Eye


Conjunctivitis


Squint Surgery


Eyelid Surgery


Corneal Surgery


Orbital Surgery


Diabetic Eye Care


Glaucoma Surgery


Lacrimal Surgery


Advance Refraction


Laser Eye Surgery


Eye Muscle Surgery


Vitro-Retinl Surgery


Cataract Eye Surgery


Squint Cosmetic Surgery",,,Mazhar Eye Hospital,"H3W4+9GR, Sadi Rd, saddar, Rawalpindi",Rs. 2000,"Monday
10:30am - 2:00pm
Tuesday
10:30am - 2:00pm
Wednesday
10:30am - 2:00pm
Thursday

10:30am - 2:00pm

Friday

10:30am - 2:00pm

Saturday

10:30am - 2:00pm

Sunday

- 2:00pm",,,,https://instacare.pk/doctors/rawalpindi/eye-specialist/dr-m-mazhar-qayyum
Dr. Javed Akram,40 Year,Yes,General Physician,"Dr. Javed Akram  is a General  Physician . He is having over 38 years of experience in the field of General   and practices at  Akram Medical Complex . His field of interest includes ,  Joint  Diseases, Liver Disease Including Alcoholic Lever Disease, Lung Fibrosis, Minor Surgeries, Neurological System, Pituitary Disease, Respiratory Issues, Respiratory System, Skin Diseases, Thyroid Disease, Thyroid Disorders, Urinary Tract Issue, Urinary Tract Issue, Vaccination.","Vaccination


Lung Fibrosis


Skin Diseases


Joint Diseases


Thyroid Disease


Minor Surgeries


Pituitary Disease


Thyroid Disorders


 Respiratory System


Respiratory Issues


Neurological System


Urinary Tract Issue


Liver Disease Including Alcoholic Liver Disease","MBBS, 
FRCP (Ed.),
 FRCP (Glasg.), 
MRCP (UK), 
FACP (USA), 
FACC (USA), 
FASIM (USA), 
M.D",Akram Medical Complex,Akram Medical Complex,"Ayesha Siddiqa Road, Gulberg, Lahore",Rs. 3000,"Monday
5:00pm - 7:00pm
Tuesday
5:00pm - 7:00pm
Wednesday
5:00pm - 7:00pm
Thursday

5:00pm - 7:00pm

Friday

5:00pm - 7:00pm

Saturday

5:00pm - 7:00pm

Sunday

- 7:00pm",,,,https://instacare.pk/doctors/lahore/general-physician/dr-javed-akram
Dr. Shakil Ahmed,44 Year,Yes,General Physician,"Dr. Shakil Ahmed  is a  Consultant Family Physician . He is having over 43 years of experience in the field of General Physician  and practices at  Dr Shakil Polyclinic .  His field of interest includes  Thyroid Disorders, Epilepsy, Asthma, Diabetes, Gestational Diabetes Treatment, Chest Pain, Diabetic Treatment, Anemia, Cardiovascular System, Cerebrovascular Accident, Chronic Obstructive Pulmonary Disease, Dementia, Emphysema, Endocrinological, Gastroenteritis, Gastrointestinal System, Hematology, Ischemic Heart Disease, Liver Disease Including Alcoholic Lever Disease, Lung Fibrosis, Neurological System, Pituitary Disease, Respiratory System, Thyroid Disease, 4 D Live Ultrasound, Assessment Of Hyper Tension And Ischemic Diseases, Assessment Of Urogenital System, Biopsy Of All Types, Chest Diseases, Cld Intestine, Common Ent Problem, G.I.T Image Of Liver, Gastrointestinal Issue, Joint Diseases, Minor Surgeries, Respiratory Issues, Skin Diseases, Urinary Tract Issue, Vaccination.","Anaemia


Diabetes


Emphysema


Chest Pain


Lung Fibrosis


Skin Diseases


Chest Diseases


Joint Diseases
 

Thyroid Disease


Endocrinological


Pituitary Disease


Thyroid Disorders


Diabetic Treatment


Respiratory Issues


Respiratory System


4 D Live Ultrasound


Neurological System


Urinary Tract Issue


Biopsy Of All Types


G.I.T Image Of Liver


Cardiovascular System


Gastrointestinal Issue


Ischaemic Heart Disease


Gastrointestinal System


Cerebrovascular Accident


Gestational Diabetes Treatment


Chronic Obstructive Pulmonary Disease",,,,,,,,,,https://instacare.pk/doctors/karachi/general-physician/dr-shakil-ahmed
Dr. Nadeem Akhtar,30 Year,No,Physiotherapist,"Dr. Nadeem Akhtar  is a Physiotherapist and  Chiropractor . H e is having over 28 years of experience in the field of physiotherapy and practices at  Chughtai Medical Center Johar Town .  His field of interest includes  Sports Injuries Physiotherapy, Dry Needling, Neurological Physical Therapy, Cryotherapy, Electrotherapy, Heat Therapy, Kinesio Taping, Range Of Motion Therapy, Soft Tissue Mobilization, Therapeutic Ultrasound, Amputation Rehabilitation, Chiro Practice,  Gynae  And Obstetrics Physiotherapy, Lacto Therapy, Manual Therapy, Musculoskeletal Disorders, Orthopedic Physio Therapist, Special Children Physiotherapy.","Cryotherapy


Heat Therapy


Dry Needling


Lacto Therapy


Manual Therapy


Chiro Practice


Electrotherapy


Kinesio Taping


Therapeutic Ultrasound


Range Of Motion Therapy


Soft Tissue Mobilization


Musculoskeletal Disorders


Amputation Rehabilitation


Orthopedic Physio Therapist


Neurological Physical Therapy


Sports Injuries Physiotherapy


Special Children Physiotherapy


Gyne And Obstetrics Physiotherapy",,,Chughtai Medical Center Johar Town,"Khokhar Chowk 7 Block M, Johar Town Phase 2, Lahore",Rs. 2500,"Monday
3:00pm - 8:30pm
Tuesday
3:00pm - 8:30pm
Wednesday
3:00pm - 8:30pm
Thursday

3:00pm - 8:30pm

Friday

3:00pm - 8:30pm

Saturday

3:00pm - 8:30pm

Sunday

- 8:30pm

Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday",,,,https://instacare.pk/doctors/lahore/physiotherapist/dr-nadeem-akhtar
Dr. Nadia Asma Ahmed,23 Year,Yes,General Physician,"Dr. Nadia Asma Ahmed  is a  General Physician . She is having over 22 years of experience in the field of General  Physician and practices at  HM Diagnostics & Clinics . Her field of interest includes  Diabetic Treatment, Anemia, Cardiovascular System, Cerebrovascular Accident, Chronic Obstructive Pulmonary Disease, Dementia, Emphysema, Endocrinological, Gastroenteritis, Gastrointestinal System, Hematology, Ischemic Heart Disease, Liver Disease Including Alcoholic Lever Disease, Lung Fibrosis, Neurological System, Pituitary Disease, Respiratory System Thyroid Disease, 4 D Live Ultrasound, Assessment Of Hyper Tension And Ischemic Diseases, Assessment Of Urogenital System, Biopsy Of All Types, Chest Diseases, Cld Intestine, G.I.T Image Of Liver, Gastrointestinal Issue, Joint Diseases, Minor Surgeries, Respiratory Issues, Skin Diseases, Urinary Tract Issue, Vaccination .","Anaemia


Emphysema


Lung Fibrosis


Skin Diseases


Joint Diseases


Chest Diseases


Minor Surgeries


Endocrinological


Pituitary Disease


Diabetic Treatment


Respiratory Issues


Respiratory System


4 D Live Ultrasound


Biopsy Of All Types


Urinary Tract Issue


Neurological System


G.I.T Image Of Liver


Cardiovascular System


Gastrointestinal Issue


Ischaemic Heart Disease


Gastrointestinal System


Cerebrovascular Accident


Assesment Of Urogenital System


Chronic Obstructive Pulmonary Disease


Liver Disease Including Alcoholic Liver Disease",,,HM Diagnostics & Clinics,"Basement # 13, 14, Crescent Arcade, Markaz Rd, G-8 Markaz, Islamabad",Rs. 1500,"Monday
6:00pm - 8:00pm
Tuesday
6:00pm - 8:00pm
Wednesday
6:00pm - 8:00pm
Thursday

6:00pm - 8:00pm

Friday

6:00pm - 8:00pm

Saturday

6:00pm - 8:00pm

Sunday

6:00pm- 8:00pm",,,,https://instacare.pk/doctors/islamabad/general-physician/dr-nadia-asma-ahmed
Dr. Nand Lal,35 Year,Yes,ENT Specialist,"Dr. Nand Lal   is a  ENT Specialist  and  ENT Surgeon . He is having over 35 years of experience in the field of  ENT  and practices at  K-Health Care Hospital . His field of interest includes Cancer in region of Head and Neck, Ear Wax Removal, FESS, Goitre, Head And Neck Infections, Headache, Hearing Evaluation And Management, Laryngoscopy, Myringotomy, Nasal Allergy, Nose Shape Change Goitre, Thyroid Surgery, Tracheostomy, Tonsillectomy, Tinnitus treatment .","FESS


Tonsils


Goitre


Tinnitus


Rhinitis


Dizziness


Ear Pain


Sinusitis


Neck Masses


ENT Surgery


Ear Cleaning


Graves Disease


Deviated Septum


Thyroid Surgery


Ear Wax Removal
 

Adenoid Infection


Allergy Treatment


Nasal Obstruction


Asthma And Allergy


Repair Of Ear Drum


Vocal Cord Disorder


Enlarged Thyroid Glands


Hearing Evaluation And Management",,,K-Health Care Hospital,"259-E-1, Block 6, Off Shahrah-e-Faisal, near PECHS Trauma Center Hospital, PECHS, Karachi",Rs. 1500,"Tuesday
1:00pm - 2:00pm",,,,https://instacare.pk/doctors/karachi/ent-specialist/dr-nand-lal
Dr. Misbah Malik,27 Year,Yes,Gynecologist,"Qualification: MBBS from King Edward Medical College, Lahore FCPS from College of Physician & Surgeon Pakistan MCPS from Punjab Experience: University of Education, Lahore as Lecturer Lahore General Hospital as Senior Gynecologist Jinnah Hospital, Lahore as Senior Gynecologist.  Dr. Misbah Malik  is a is a Associate Professor Gynecologist and Obstetrician. She is having over 25 years of experience in the field of Gynecology and practices at  Iqra Medical Complex   , Johar Town, Lahore .  Her field of interest includes Infertility Treatment, Laparoscopy, Epidural Analgesia, Caesarean Section/C-Section, Clinical Breast Examination(CBE), Normal Delivery, Tubal Ligation, Amenorrhea (missed Periods), Bladder Prolapse, Congenital Abnormalities, Fibroids (Uterine), Hormone Disorders, Ovarian Hypofunction, Aesthetic Gynecology For Vaginal Laxity, Antenatal Checkup, Contraception Advice, Post-Menopausal Bleeding, Urine Leakage, Vaginal Trauma After Child Birth, PCOS.","PCOS


Miscarriage


Ovarian Cyst


Urine Leakage


Normal Delivery


Vaginal laxity


Uterine Prolapse


Menopausal care


Abnormal Bleeding


Antenatal Checkup


Painless Delivery


Bladder Prolapse


Treatment of PCO


Postnatal Checkup


Hormone Disorders


Fibriod Treatment


Gestational Diabetes


Infertility Treatment
 

Gynecological problems


Post-Menopausal Bleeding


Amenorrhea (missed Periods)


Dealing with risk pregnancy


Polycystic ovarian syndrome


Sexual Dysfunction Among Women


Pregnancy induced hypertension


Vaginal Trauma After Child Birth


Clinical Breast Examination (CBE)


Dealing with Menstrual irregularities","MBBS from King Edward Medical College, Lahore
FCPS from College of Physician & Surgeon Pakistan
MCPS from Punjab","University of Education, Lahore as Lecturer
Lahore General Hospital as Senior Gynecologist
Jinnah Hospital, Lahore as Senior Gynecologist. ",Iqra Medical Complex,"24, 25, 26 Maulana Shaukat Ali Rd, Block A, Johar Town, Lahore",Rs. 3000,"Monday
2:00pm - 5:00pm
Tuesday
2:00pm - 5:00pm
Wednesday
2:00pm - 5:00pm
Thursday

2:00pm - 5:00pm

Friday

2:00pm - 5:00pm

Sunday

- 5:00pm

Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday",,,,https://instacare.pk/doctors/lahore/gynecologist/dr-misbah-malik
Prof. Dr. Qurratulain Hyder,39 Year,Yes,Gastroenterologist,"Prof. Dr. Qurratulain Hyder   is a Gastroenterologist and Hepatologist. He is having over 37 years of experience in the field of Gastroenterology and practices at  Chughtai Medical Center Dha phase 2 . His field of interest includes  Abdominal pain, Black stools, Blood in stool (Lower GI bleed), Blood in vomiting, Colonoscopy, Colonoscopy (Lower GI endoscopy), Constipation, Corona-Virus Treatment, Diarrhea (loose stools), Difficulty in swallowing, Endoscopic argon plasma coagulation, Endoscopic biopsies, Endoscopic gastrostomy (PEG), Endoscopic luminal stent placement, Endoscopy.","Endoscopy


Black Stools


Constipation


Abdominal Pain


Blood Pressure
 

Hepatitis A/B/C


Chronic Diarrhea


Achalasia Dilation


Alcoholic Hepatitis


Endoscopic Biopsies


Endoscopic Gastrostomy (PEG)


Colonoscopy (Lower GI Endoscopy)


Endoscopic Luminal Stent Placement


Endoscopic Argon Plasma Coagulation",,,Al Safiya Medical and Diagnostic Centre,"PSO Pump near UBL Bank, G-8 Markaz, Islamabad",Rs. 1200,"Monday
5:30pm - 8:30pm
Tuesday
5:30pm - 8:30pm
Wednesday
5:30pm - 8:30pm
Thursday

5:30pm - 8:30pm

Friday

5:30pm - 8:30pm

Sunday

- 8:30pm",,,,https://instacare.pk/doctors/islamabad/gastroenterologist/prof-dr-qurratulain-hyder
Prof. Dr. Nadeem Akhter,25 Year,Yes,Pediatric Surgeon,,"Cardiac Issues


Conjoined Twins


Digestive Issues


Pediatric Tumors


Growth Monitoring


Respiratory Issues


Undescended Testes


Neurological Issues


Abdominal Wall Defect
 

Childhood Vaccinations


Pediatric Primary Care


Congenital Malformations",,,HM Diagnostics & Clinics,"Basement # 13, 14, Crescent Arcade, Markaz Rd, G-8 Markaz, Islamabad",Rs. 1500,"Monday
2:00pm - 4:00pm
Tuesday
2:00pm - 4:00pm
Wednesday
2:00pm - 4:00pm
Thursday

2:00pm - 4:00pm

Friday

2:00pm - 4:00pm

Saturday

2:00pm - 4:00pm

Sunday

- 4:00pm",,,,https://instacare.pk/doctors/islamabad/pediatric-surgeon/prof-dr-nadeem-akhter
Prof. Dr. Aftab Ahmed Ch,45 Year,Yes,General Surgeon,"Prof. Dr. Aftab Ahmed Ch  is a General Surgeon and  Laparoscopic Surgeon . He is having over 45 years of experience in the field of General Surgery  and practices at  Cavalry Hospital .  His field of interest includes  Fissure Fistula, Breast Surgery, Parotid Surgery, Diabetic Foot, Abdominal Surgery, Breast Biopsy, Carotid Endarterectomy, Cesarean Section, Dilation And Curettage, Inguinal Hernia Repairs, Mastectomy, Modified Radical Mastectomy, Partial Colectomy, Tonsillectomy, Appendectomy, Breast Cancer Surgery, Breast Cosmetic Surgery, Hemorrhoidectomy, Intestinal Surgery .","Hernia


Thyroid


Colostomy


Appendix


Mastectomy


Parathyroid


Hemorrhoids


Appendectomy


Tonsillectomy


Breast Biopsy


Diabetic Foot


Adrenal Surgery


Fissure Fistula
 

Perianal Surgery


Thyroid Surgery


Abdominal Surgery


Partial Colectomy


Bariatric Surgery


Haemorrhoidectomy


Intestinal Surgery


Hepatobiliary Surgery


Dilation And Curettage


Inguinal Hernia Repairs


Abdomen Colorectal Surgery",,,Cavalry Hospital,"44 - 45 Cavalry Ground Ext., Cantt, Lahore",Rs. 2000,"Monday
7:30pm - 9:30pm
Tuesday
7:30pm - 9:30pm
Wednesday
7:30pm - 9:30pm
Thursday

7:30pm - 9:30pm

Friday

7:30pm - 9:30pm

Sunday

- 9:30pm",,,,https://instacare.pk/doctors/lahore/general-surgeon/prof-dr-aftab-ahmed-ch
Prof. Dr. Muhammad Amin Baig,27 Year,Yes,Pain Management Specialist,"Prof. Dr. Muhammad Amin Baig  is a Pain Management Specialist . He is having over 25 years of experience in the field of Pain Management and practices at  Sadri Health Services .  HIs field of interest includes Palliative Care, Addiction, Arthritis, Back And Neck Pain, Cancer Pain, Chronic Pain, Complex Regional Pain Syndrome, Fibromyalgia, Headache, Neuropathic Pain, Orofacial Pain, Pelvic Pain, Cancer Pain Management, Chronic Back Pain, General Pain Management.","Headache


Arthritis


Addiction


Cancer Pain


Pelvic Pain


Chronic Pain


Fibromyalgia


Orofacial Pain


Palliative Care


Neuropathic Pain


Chronic Back Pain


Back And Neck Pain


Cancer Pain Management


General Pain Management


Complex Regional Pain Syndrome",,,,,,,,,,https://instacare.pk/doctors/islamabad/pain-management-specialist/prof-dr-muhammad-amin-baig
Maj (R) Dr. Yasmeen Nasir,42 Year,Yes,Dermatologist,"MBBS MCPS (Dermatology) G. Derm (AFMC) Cosmetician. Experience Dermaclin Skin Clinic. Maj (R) Dr. Yasmeen Nasir  is a Dermatologist .  She is having over 40 years of experience in the field of Dermatology and practices at  Dermaclin Skin Clinic .  Her field of interest includes   Acne, Acne Scars, Chemical Peel, Fillers, Hair Removal, Laser, Mesotherapy,  Microdermabrasion ,  Micro needling , Pigmentation, PRP, Radio Frequency Skin Tightening, Whitening Injection","3 D HIFU


Carbon Peel


Burn Surgery


Mesotherapy


Microneedling


PRP Treatment


Laser Treatment


Chemical Peeling


 Acne Scar Treatment


Laser Hair Removal


Whitening Injections


Hair Fall Treatment


RF For Skin Tightening


Removal Of Moles & Warts


Facial Contouring By Fillers


Pigmentation And Skin Lightening


CIT For Skin Tightening And Scar Correction",,,,,,,,,,https://instacare.pk/doctors/sargodha/dermatologist/maj-r-dr-yasmeen-nasir
Prof. Dr. Huma Quddusi,38 Year,Yes,Gynecologist,"Prof. Dr. Huma Quddusi  is a Gynecologist and Obstetrician.  She is having over 37 years of experience in the field of  Gynecology  and Obstetrician. She practices at  Mukhtar A Sheikh Hospital .  Her field of interest includes  Infertility Treatment, Laparoscopy, Epidural Analgesia, Painless Delivery, Chorionic Villous Amniocentesis, Laproscopy And Hysteroscopy, Caesarean Section/ C-Section, Clinical Breast Examination (CBE), Normal Delivery, Tubal Ligation, Amenorrhea (missed Periods), Uterine Prolapse, Congenital Abnormalities, Fibroids (Uterine), Hormone Disorders, Ovarian Hypofunction, Abnormal Bleeding, Aesthetic Gynecology, Aesthetic Gynecology For Vaginal Laxity, Antenatal Checkup, Antenatal Exercises, Chorionic Villous Sampling, Contraception Advice, IUCD (Coil) Pacement, Ovarian Cyst, Pap Smear, Post-Menopausal Bleeding, Sexual Dysfunction Among Women, TVS And Obstetrical Ultrasound, Urine Leakage, Vaginal Trauma After Child Birth.","PCOS


Pap Smear


Tubectomy


Laparoscopy


Miscarriage


Anti aging


Ovarian Cyst


Amniocentesis


Antenatal Care


Normal Delivery


Menopausal care


Painless Delivery


Antenatal Checkup


Abnormal Bleeding


Bladder Prolapse


Fibroid treatment


Postnatal Checkup


Hormone Disorders


Treatment of PCO


Fibroids (Uterine)


Antenatal Exercises


Epidural Analgesia


Obesity Management


Aesthetic Gynecology


Ovarian Hypofunction


Contraception Advice


Post nasal check up


Infertility Treatment


Gestational Diabetes


Urinary incontinence


IUCD (Coil) Pacement


Post-Menopausal Bleeding


Congenital Abnormalities


Endometriosis Treatment


Hysteroscopic Procedures


Chorionic Villous Sampling


Amenorrhea (missed Periods)


Caesarean Section/ C-Section


Chorionic Villous Amniocentesis


Pregnancy induced hypertension


Vaginal Trauma After Child Birth


Clinical Breast Examination (CBE)


Aesthetic Gynecology For Vaginal Laxity",,,,,,,,,,https://instacare.pk/doctors/multan/gynecologist/prof-dr-huma-quddusi
