Name,Type,Years of Expereience,About,Education,Services,Diseases,Hospital Name,Doctor Schedule,Minimum Fees,Languages
Dr. Imran Mehmood,General Physician • Medical Specialist,28 years of experience,"Dr. Imran Mehmood is one of the best Medical Specialist in Karachi with a high patient satisfaction rate. He has the following qualifications: MBBS, FCPSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Imran Mehmood aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified Medical Specialist in Karachi.To book an appointment with Dr. Imran Mehmood, call (042 32500989/021 37120261) or click on Book an Appointment.","MBBS
FCPS","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 Vaccination","Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Mumtaz Hospital,"Mon, Tue : 08:00 PM to 09:00 PM


Thu : 09:00 PM to 10:00 PM",Rs. 1000,"English, Urdu."
Dr. Mehrin Farooq,Gastroenterologist • Diabetologist • Internal Medicine Specialist • General Physician,18 years of experience,"Dr. Mehrin Farooq is one of the best General Physician in Lahore with a high patient satisfaction rate. She has the following qualifications: MBBS, FCPS, MRACPShe has expertise in general medicine and non-surgical health care treatments and services.She continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Mehrin Farooq aims to provide the best healthcare services to people of all age groups.While working in general medicine she focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.Her exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.She provides personalised treatment plans for patients of all age groups. Her expertise in advanced general medicine makes her one of the top certified General Physician in Lahore.To book an appointment with Dr. Mehrin Farooq, call (042 32500989/021 37120261) or click on Book an Appointment.","MRACP, 2010
FCPS (Medicine), 2010
MBBS, 2004","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Chughtai Medical Center - DHA,"Mon, Tue, Wed, Thu, Fri : 06:30 PM to 08:00 PM",,Farooq is fluent
Dr. Zahid Hussain,General Physician,30 years of experience,"Dr. Zahid Hussain is one of the best General Physician in Karachi with a high patient satisfaction rate. He has the following qualifications: MBBS, DTCD , MphHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Zahid Hussain aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Zahid Hussain, call (042 32500989/021 37120261) or click on Book an Appointment.","MBBS
DTCD
Mph","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke",The Health Clinic,"Sun, Mon, Tue, Wed, Thu, Fri, Sat : 06:00 PM to 10:00 PM",Rs. 500,is fluent
Dr. Javed Kamal,General Physician,37 years of experience,"Dr. Javed Kamal is one of the best General Physician in Multan with a high patient satisfaction rate. He has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Javed Kamal aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Multan.To book an appointment with Dr. Javed Kamal, call (042 32500989/021 37120261) or click on Book an Appointment.","MBBS, Dip Card, MPH","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Buch International Hospital,"Mon, Fri : 05:00 PM to 09:00 PM


Tue, Wed, Thu : 05:00 PM to 08:00 PM


Sat : 06:00 PM to 08:00 PM",,"English, Urdu."
Dr. Faizan Khalid,General Physician,10 years of experience,"Dr. Faizan Khalid is one of the best General Physician in Karachi with a high patient satisfaction rate. He has the following qualifications: MBBSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Faizan Khalid aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Faizan Khalid, call (042 32500989/021 37120261) or click on Book an Appointment.",MBBS,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG
 Gynaecologist","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",K-Healthcare Hospital,"Mon, Tue, Wed, Thu, Fri, Sat : 01:00 PM to 04:00 PM",,"English, Urdu."
Assist. Prof. Dr. Mujahid Israr,Pediatric Gastroenterologist • Diabetologist • Gastroenterologist • General Physician • Internal Medicine Specialist,1817 years of experience,"Assist. Prof. Dr. Mujahid Israr is one of the best internal medicine specialists in Gujrat with a high patient satisfaction rate. He has the following qualifications: MBBS, FCPS, MACG, FCPSHis expert specialisation in internal medicine involves diagnosis, and treatment of medical problems in adults via medicine. Assist. Prof. Dr. Mujahid Israr also provides care to patients with medical problems.Assist. Prof. Dr. Mujahid Israr has been associated with renowned hospitals. He continued serving in the internal medicine department for years treating all kinds of medical problems, including common, complex, and rare.While working in internal medicine he focuses on treatments of internal organ problems using a medicinal approach.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of internal medicine.He has also been practicing advanced internal medicine techniques. Based on existing conditions, he provides customized treatment plans for patients of all adult groups. His expertise in advanced internal medicine makes him one of the top certified internal medicine specialists in Gujrat.To book an appointment with Assist. Prof. Dr. Mujahid Israr, call (042 32500989/021 37120261) or click on Book an Appointment.","FCPS (Gastroenterology)
MACG (USA)
FCPS (Medicine)
MBBS","General Health Examination
 Bone Density Screenings
 Critical Care Medicine
 Diagnostic Survey
 ETT
 Preventive Care
 Venipuncture","Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever","Ikram Hospital
Shifa Hospital (Gujrat)","Sat : 04:00 PM to 08:00 PM


Sun : 10:00 AM to 05:00 PM


Sat : 05:00 PM to 08:00 PM",,"English, Urdu."
Dr. Asma Saeed,General Physician,8 years of experience,"Dr. Asma Saeed is one of the best General Physician in Lahore with a high patient satisfaction rate. She has the following qualifications: MBBSShe has expertise in general medicine and non-surgical health care treatments and services.She continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Asma Saeed aims to provide the best healthcare services to people of all age groups.While working in general medicine she focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.Her exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.She provides personalised treatment plans for patients of all age groups. Her expertise in advanced general medicine makes her one of the top certified General Physician in Lahore.To book an appointment with Dr. Asma Saeed, call (042 32500989/021 37120261) or click on Book an Appointment.",MBBS,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Malaria
Gas (Flatulence)
Sunstroke
Mumps
Chikungunya
Bursitis (Bursa)
Hernia
Electrolyte Imbalance
Vitamin D Deficiency
Fissures
Headache
Pleurisy
Hepatitis C
Albinism
Menstruation Problems
Influenza
Food Poisoning
Typhoid Fever
Enteric Fever
Abdominal Pain
Pneumonia in Children
Hiccups
Bloating
Canker Sore
Diarrhoea
Pollen Allergy
Jaundice
Pimples
Khasra (Measles)
Osteoporosis
Pilonidal Cyst
Whooping Cough (Pertussis)
Chicken Pox
Fever
Appendicitis
Backache
Sore Throat
Common Cold
Hepatitis A
Plague
Intestinal Obstruction
Cholera
Hepatitis B
Heartburn
Rabies
Bawaseer (Piles)",Dr. Hamza Medical and Dental Centre,"Sun, Mon, Tue, Wed, Thu, Fri, Sat : 05:00 PM to 08:00 PM",,"English, Urdu."
Dr. Ayesha Shamim Siddique,General Physician,Less than 1 years of experience,"Dr. Ayesha Shamim Siddique is one of the best General Physician in Islamabad with a high patient satisfaction rate. She has expertise in general medicine and non-surgical health care treatments and services.She continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Ayesha Shamim Siddique aims to provide the best healthcare services to people of all age groups.While working in general medicine she focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.Her exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.She provides personalised treatment plans for patients of all age groups. Her expertise in advanced general medicine makes her one of the top certified General Physician in Islamabad.To book an appointment with Dr. Ayesha Shamim Siddique, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG
 Gynaecologist","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Rehman Medical Services(RMS),"Mon, Tue, Wed, Thu, Fri, Sat : 02:00 PM to 04:00 PM",,"English, Urdu."
Dr. Habib Jarral,General Physician,32 years of experience,"Dr. Habib Jarral is one of the best General Physician in Islamabad with a high patient satisfaction rate. He has the following qualifications: MBBS, MCPSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Habib Jarral aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Islamabad.To book an appointment with Dr. Habib Jarral, call (042 32500989/021 37120261) or click on Book an Appointment.","MBBS
MCPS","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Rehman Medical Services(RMS),"Mon, Tue, Wed, Thu, Fri : 11:00 AM to 05:00 PM",,"English, Urdu."
Dr. Khalil Ur Rehman,General Physician,27 years of experience,"Dr. Khalil Ur Rehman is one of the best General Physician in Karachi with a high patient satisfaction rate. He has the following qualifications: MBBS , FCPSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Khalil Ur Rehman aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Khalil Ur Rehman, call (042 32500989/021 37120261) or click on Book an Appointment.","MBBS
FCPS","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Pak International Hospital,"Mon, Fri : 03:00 PM to 05:00 PM",,"English, Urdu."
Dr. Afzal Qasim,General Physician,32 years of experience,"Dr. Afzal Qasim is one of the best General Physician in Karachi with a high patient satisfaction rate. He has the following qualifications: MBBS, FCPSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Afzal Qasim aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Afzal Qasim, call (042 32500989/021 37120261) or click on Book an Appointment.","MBBS
FCPS","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Dow University Hospital (Ojha Camp),"Mon, Wed, Fri : 10:00 AM to 12:00 PM


Tue, Thu, Sat : 02:00 PM to 04:00 PM",,"English, Urdu."
